Lea State,LEA,School State,School,ID,Year,Category,Sex,American Indian or Alaska Native,Asian,Hawaiian/ Pacific Islander,Hispanic,Black,White,Two or more races,Total (IDEA),SWD (Section 504 only),Total,LEP
WI,Racine Unified School District,WI,Racine Civil Leaders Academy,551236002997,2015,SWOD: Students receiving more than one out-of-school suspension,M,0.00,0.00,0.00,2.00,14.00,2.00,0.00,,,18.00,0.00
WI,Racine Unified School District,WI,Racine Civil Leaders Academy,551236002997,2015,SWOD: Students receiving more than one out-of-school suspension,F,0.00,0.00,0.00,0.00,2.00,0.00,0.00,,,2.00,0.00
WI,Racine Unified School District,WI,Racine Civil Leaders Academy,551236002997,2015,SWOD: Expulsions with educational services,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Racine Civil Leaders Academy,551236002997,2015,SWOD: Expulsions with educational services,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Racine Civil Leaders Academy,551236002997,2015,SWOD: Expulsions without educational services,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Racine Civil Leaders Academy,551236002997,2015,SWOD: Expulsions without educational services,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Racine Civil Leaders Academy,551236002997,2015,SWOD: Expulsions under zero-tolerance policies,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Racine Civil Leaders Academy,551236002997,2015,SWOD: Expulsions under zero-tolerance policies,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Racine Civil Leaders Academy,551236002997,2015,SWOD: Transferred to Alternative School,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Racine Civil Leaders Academy,551236002997,2015,SWOD: Transferred to Alternative School,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Racine Civil Leaders Academy,551236002997,2015,SWOD: Referral to law enforcement,M,0.00,0.00,0.00,0.00,2.00,0.00,0.00,,,2.00,0.00
WI,Racine Unified School District,WI,Racine Civil Leaders Academy,551236002997,2015,SWOD: Referral to law enforcement,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Racine Civil Leaders Academy,551236002997,2015,SWOD: School-related arrest,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Racine Civil Leaders Academy,551236002997,2015,SWOD: School-related arrest,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Racine Civil Leaders Academy,551236002997,2015,Total enrollment,M,0.00,0.00,0.00,26.00,59.00,20.00,5.00,,,110.00,14.00
WI,Racine Unified School District,WI,Racine Civil Leaders Academy,551236002997,2015,Total enrollment,F,0.00,0.00,0.00,17.00,53.00,8.00,8.00,,,86.00,11.00
WI,Racine Unified School District,WI,Roosevelt Elementary,551236001637,2015,SWD: Corporal punishment,M,0,0,0,0,0,0,0,0,0,0,0
WI,Racine Unified School District,WI,Roosevelt Elementary,551236001637,2015,SWD: Corporal punishment,F,0,0,0,0,0,0,0,0,0,0,0
WI,Racine Unified School District,WI,Roosevelt Elementary,551236001637,2015,SWD: Students receiving one or more in-school suspensions,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Roosevelt Elementary,551236001637,2015,SWD: Students receiving one or more in-school suspensions,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Roosevelt Elementary,551236001637,2015,SWD: Students receiving only one out-of-school suspension,M,0.00,0.00,0.00,0.00,2.00,0.00,2.00,4.00,0.00,4.00,0.00
WI,Racine Unified School District,WI,Roosevelt Elementary,551236001637,2015,SWD: Students receiving only one out-of-school suspension,F,0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,0.00,2.00,0.00
WI,Racine Unified School District,WI,Roosevelt Elementary,551236001637,2015,SWD: Students receiving more than one out-of-school suspension,M,0.00,0.00,0.00,2.00,2.00,2.00,2.00,8.00,0.00,8.00,0.00
WI,Racine Unified School District,WI,Roosevelt Elementary,551236001637,2015,SWD: Students receiving more than one out-of-school suspension,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Roosevelt Elementary,551236001637,2015,SWD: Expulsions with educational services,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Roosevelt Elementary,551236001637,2015,SWD: Expulsions with educational services,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Roosevelt Elementary,551236001637,2015,SWD: Expulsions without educational services,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Roosevelt Elementary,551236001637,2015,SWD: Expulsions without educational services,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Roosevelt Elementary,551236001637,2015,SWD: Expulsions under zero-tolerance policies,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Roosevelt Elementary,551236001637,2015,SWD: Expulsions under zero-tolerance policies,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Roosevelt Elementary,551236001637,2015,SWD: Transferred to Alternative School,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Roosevelt Elementary,551236001637,2015,SWD: Transferred to Alternative School,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Roosevelt Elementary,551236001637,2015,SWD: Referral to law enforcement,M,0.00,0.00,0.00,2.00,2.00,2.00,0.00,6.00,0.00,6.00,0.00
WI,Racine Unified School District,WI,Roosevelt Elementary,551236001637,2015,SWD: Referral to law enforcement,F,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00
WI,Racine Unified School District,WI,Roosevelt Elementary,551236001637,2015,SWD: School-related arrest,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Roosevelt Elementary,551236001637,2015,SWD: School-related arrest,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Roosevelt Elementary,551236001637,2015,SWOD: Corporal punishment,M,0,0,0,0,0,0,0,,,0,0
WI,Racine Unified School District,WI,Roosevelt Elementary,551236001637,2015,SWOD: Corporal punishment,F,0,0,0,0,0,0,0,,,0,0
WI,Racine Unified School District,WI,Roosevelt Elementary,551236001637,2015,SWOD: Students receiving one or more in-school suspensions,M,0.00,0.00,0.00,2.00,2.00,0.00,2.00,,,6.00,0.00
WI,Racine Unified School District,WI,Roosevelt Elementary,551236001637,2015,SWOD: Students receiving one or more in-school suspensions,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Roosevelt Elementary,551236001637,2015,SWOD: Students receiving only one out-of-school suspension,M,0.00,0.00,0.00,2.00,2.00,2.00,2.00,,,8.00,2.00
WI,Racine Unified School District,WI,Roosevelt Elementary,551236001637,2015,SWOD: Students receiving only one out-of-school suspension,F,0.00,0.00,0.00,2.00,2.00,2.00,2.00,,,8.00,0.00
WI,Racine Unified School District,WI,Roosevelt Elementary,551236001637,2015,SWOD: Students receiving more than one out-of-school suspension,M,0.00,0.00,0.00,2.00,2.00,2.00,2.00,,,8.00,0.00
WI,Racine Unified School District,WI,Roosevelt Elementary,551236001637,2015,SWOD: Students receiving more than one out-of-school suspension,F,0.00,0.00,0.00,0.00,2.00,0.00,2.00,,,4.00,0.00
WI,Racine Unified School District,WI,Roosevelt Elementary,551236001637,2015,SWOD: Expulsions with educational services,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Roosevelt Elementary,551236001637,2015,SWOD: Expulsions with educational services,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Roosevelt Elementary,551236001637,2015,SWOD: Expulsions without educational services,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Roosevelt Elementary,551236001637,2015,SWOD: Expulsions without educational services,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Roosevelt Elementary,551236001637,2015,SWOD: Expulsions under zero-tolerance policies,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Roosevelt Elementary,551236001637,2015,SWOD: Expulsions under zero-tolerance policies,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Roosevelt Elementary,551236001637,2015,SWOD: Transferred to Alternative School,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Roosevelt Elementary,551236001637,2015,SWOD: Transferred to Alternative School,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Roosevelt Elementary,551236001637,2015,SWOD: Referral to law enforcement,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Roosevelt Elementary,551236001637,2015,SWOD: Referral to law enforcement,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Roosevelt Elementary,551236001637,2015,SWOD: School-related arrest,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Roosevelt Elementary,551236001637,2015,SWOD: School-related arrest,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Roosevelt Elementary,551236001637,2015,Total enrollment,M,2.00,2.00,0.00,56.00,38.00,56.00,23.00,,,177.00,23.00
WI,Racine Unified School District,WI,Roosevelt Elementary,551236001637,2015,Total enrollment,F,2.00,0.00,0.00,44.00,68.00,50.00,14.00,,,178.00,23.00
WI,Racine Unified School District,WI,Gifford Elementary,551236002311,2015,SWD: Corporal punishment,M,0,0,0,0,0,0,0,0,0,0,0
WI,Racine Unified School District,WI,Gifford Elementary,551236002311,2015,SWD: Corporal punishment,F,0,0,0,0,0,0,0,0,0,0,0
WI,Racine Unified School District,WI,Gifford Elementary,551236002311,2015,SWD: Students receiving one or more in-school suspensions,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Gifford Elementary,551236002311,2015,SWD: Students receiving one or more in-school suspensions,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Gifford Elementary,551236002311,2015,SWD: Students receiving only one out-of-school suspension,M,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00
WI,Racine Unified School District,WI,Gifford Elementary,551236002311,2015,SWD: Students receiving only one out-of-school suspension,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Gifford Elementary,551236002311,2015,SWD: Students receiving more than one out-of-school suspension,M,0.00,0.00,0.00,2.00,0.00,2.00,0.00,4.00,0.00,4.00,0.00
WI,Racine Unified School District,WI,Gifford Elementary,551236002311,2015,SWD: Students receiving more than one out-of-school suspension,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Gifford Elementary,551236002311,2015,SWD: Expulsions with educational services,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Gifford Elementary,551236002311,2015,SWD: Expulsions with educational services,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Gifford Elementary,551236002311,2015,SWD: Expulsions without educational services,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Gifford Elementary,551236002311,2015,SWD: Expulsions without educational services,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Gifford Elementary,551236002311,2015,SWD: Expulsions under zero-tolerance policies,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Gifford Elementary,551236002311,2015,SWD: Expulsions under zero-tolerance policies,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Gifford Elementary,551236002311,2015,SWD: Transferred to Alternative School,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Gifford Elementary,551236002311,2015,SWD: Transferred to Alternative School,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Gifford Elementary,551236002311,2015,SWD: Referral to law enforcement,M,0.00,0.00,0.00,2.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00
WI,Racine Unified School District,WI,Gifford Elementary,551236002311,2015,SWD: Referral to law enforcement,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Gifford Elementary,551236002311,2015,SWD: School-related arrest,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Gifford Elementary,551236002311,2015,SWD: School-related arrest,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Gifford Elementary,551236002311,2015,SWOD: Corporal punishment,M,0,0,0,0,0,0,0,,,0,0
WI,Racine Unified School District,WI,Gifford Elementary,551236002311,2015,SWOD: Corporal punishment,F,0,0,0,0,0,0,0,,,0,0
WI,Racine Unified School District,WI,Gifford Elementary,551236002311,2015,SWOD: Students receiving one or more in-school suspensions,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Gifford Elementary,551236002311,2015,SWOD: Students receiving one or more in-school suspensions,F,0.00,0.00,0.00,0.00,2.00,0.00,0.00,,,2.00,0.00
WI,Racine Unified School District,WI,Gifford Elementary,551236002311,2015,SWOD: Students receiving only one out-of-school suspension,M,0.00,0.00,0.00,2.00,2.00,2.00,0.00,,,6.00,0.00
WI,Racine Unified School District,WI,Gifford Elementary,551236002311,2015,SWOD: Students receiving only one out-of-school suspension,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Gifford Elementary,551236002311,2015,SWOD: Students receiving more than one out-of-school suspension,M,0.00,0.00,0.00,0.00,0.00,2.00,0.00,,,2.00,0.00
WI,Racine Unified School District,WI,Gifford Elementary,551236002311,2015,SWOD: Students receiving more than one out-of-school suspension,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Gifford Elementary,551236002311,2015,SWOD: Expulsions with educational services,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Gifford Elementary,551236002311,2015,SWOD: Expulsions with educational services,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Gifford Elementary,551236002311,2015,SWOD: Expulsions without educational services,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Gifford Elementary,551236002311,2015,SWOD: Expulsions without educational services,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Gifford Elementary,551236002311,2015,SWOD: Expulsions under zero-tolerance policies,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Gifford Elementary,551236002311,2015,SWOD: Expulsions under zero-tolerance policies,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Gifford Elementary,551236002311,2015,SWOD: Transferred to Alternative School,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Gifford Elementary,551236002311,2015,SWOD: Transferred to Alternative School,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Gifford Elementary,551236002311,2015,SWOD: Referral to law enforcement,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Gifford Elementary,551236002311,2015,SWOD: Referral to law enforcement,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Gifford Elementary,551236002311,2015,SWOD: School-related arrest,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Gifford Elementary,551236002311,2015,SWOD: School-related arrest,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Gifford Elementary,551236002311,2015,Total enrollment,M,2.00,5.00,0.00,62.00,26.00,362.00,17.00,,,474.00,17.00
WI,Racine Unified School District,WI,Gifford Elementary,551236002311,2015,Total enrollment,F,0.00,8.00,0.00,50.00,29.00,356.00,17.00,,,460.00,14.00
WI,Racine Unified School District,WI,The REAL School,551236002471,2015,SWD: Corporal punishment,M,0,0,0,0,0,0,0,0,0,0,0
WI,Racine Unified School District,WI,The REAL School,551236002471,2015,SWD: Corporal punishment,F,0,0,0,0,0,0,0,0,0,0,0
WI,Racine Unified School District,WI,The REAL School,551236002471,2015,SWD: Students receiving one or more in-school suspensions,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,The REAL School,551236002471,2015,SWD: Students receiving one or more in-school suspensions,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,The REAL School,551236002471,2015,SWD: Students receiving only one out-of-school suspension,M,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00
WI,Racine Unified School District,WI,The REAL School,551236002471,2015,SWD: Students receiving only one out-of-school suspension,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,The REAL School,551236002471,2015,SWD: Students receiving more than one out-of-school suspension,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,The REAL School,551236002471,2015,SWD: Students receiving more than one out-of-school suspension,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,The REAL School,551236002471,2015,SWD: Expulsions with educational services,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,The REAL School,551236002471,2015,SWD: Expulsions with educational services,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,The REAL School,551236002471,2015,SWD: Expulsions without educational services,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,The REAL School,551236002471,2015,SWD: Expulsions without educational services,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,The REAL School,551236002471,2015,SWD: Expulsions under zero-tolerance policies,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,The REAL School,551236002471,2015,SWD: Expulsions under zero-tolerance policies,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,The REAL School,551236002471,2015,SWD: Transferred to Alternative School,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,The REAL School,551236002471,2015,SWD: Transferred to Alternative School,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,The REAL School,551236002471,2015,SWD: Referral to law enforcement,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,The REAL School,551236002471,2015,SWD: Referral to law enforcement,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,The REAL School,551236002471,2015,SWD: School-related arrest,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,The REAL School,551236002471,2015,SWD: School-related arrest,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,The REAL School,551236002471,2015,SWOD: Corporal punishment,M,0,0,0,0,0,0,0,,,0,0
WI,Racine Unified School District,WI,The REAL School,551236002471,2015,SWOD: Corporal punishment,F,0,0,0,0,0,0,0,,,0,0
WI,Racine Unified School District,WI,The REAL School,551236002471,2015,SWOD: Students receiving one or more in-school suspensions,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,The REAL School,551236002471,2015,SWOD: Students receiving one or more in-school suspensions,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,The REAL School,551236002471,2015,SWOD: Students receiving only one out-of-school suspension,M,0.00,0.00,0.00,2.00,5.00,8.00,2.00,,,17.00,0.00
WI,Racine Unified School District,WI,The REAL School,551236002471,2015,SWOD: Students receiving only one out-of-school suspension,F,0.00,0.00,0.00,2.00,2.00,2.00,0.00,,,6.00,0.00
WI,Racine Unified School District,WI,The REAL School,551236002471,2015,SWOD: Students receiving more than one out-of-school suspension,M,0.00,0.00,0.00,0.00,2.00,2.00,0.00,,,4.00,0.00
WI,Racine Unified School District,WI,The REAL School,551236002471,2015,SWOD: Students receiving more than one out-of-school suspension,F,0.00,0.00,0.00,2.00,2.00,0.00,2.00,,,6.00,0.00
WI,Racine Unified School District,WI,The REAL School,551236002471,2015,SWOD: Expulsions with educational services,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,The REAL School,551236002471,2015,SWOD: Expulsions with educational services,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,The REAL School,551236002471,2015,SWOD: Expulsions without educational services,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,The REAL School,551236002471,2015,SWOD: Expulsions without educational services,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,The REAL School,551236002471,2015,SWOD: Expulsions under zero-tolerance policies,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,The REAL School,551236002471,2015,SWOD: Expulsions under zero-tolerance policies,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,The REAL School,551236002471,2015,SWOD: Transferred to Alternative School,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,The REAL School,551236002471,2015,SWOD: Transferred to Alternative School,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,The REAL School,551236002471,2015,SWOD: Referral to law enforcement,M,0.00,0.00,0.00,0.00,0.00,2.00,0.00,,,2.00,0.00
WI,Racine Unified School District,WI,The REAL School,551236002471,2015,SWOD: Referral to law enforcement,F,0.00,0.00,0.00,0.00,2.00,2.00,0.00,,,4.00,0.00
WI,Racine Unified School District,WI,The REAL School,551236002471,2015,SWOD: School-related arrest,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,The REAL School,551236002471,2015,SWOD: School-related arrest,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,The REAL School,551236002471,2015,Total enrollment,M,0.00,2.00,2.00,26.00,20.00,104.00,5.00,,,159.00,5.00
WI,Racine Unified School District,WI,The REAL School,551236002471,2015,Total enrollment,F,0.00,5.00,0.00,35.00,35.00,104.00,8.00,,,187.00,5.00
WI,Racine Unified School District,WI,North Park Elementary,551236001634,2015,SWD: Corporal punishment,M,0,0,0,0,0,0,0,0,0,0,0
WI,Racine Unified School District,WI,North Park Elementary,551236001634,2015,SWD: Corporal punishment,F,0,0,0,0,0,0,0,0,0,0,0
WI,Racine Unified School District,WI,North Park Elementary,551236001634,2015,SWD: Students receiving one or more in-school suspensions,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,North Park Elementary,551236001634,2015,SWD: Students receiving one or more in-school suspensions,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,North Park Elementary,551236001634,2015,SWD: Students receiving only one out-of-school suspension,M,0.00,0.00,0.00,0.00,2.00,2.00,0.00,4.00,0.00,4.00,0.00
WI,Racine Unified School District,WI,North Park Elementary,551236001634,2015,SWD: Students receiving only one out-of-school suspension,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,North Park Elementary,551236001634,2015,SWD: Students receiving more than one out-of-school suspension,M,0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,0.00,2.00,0.00
WI,Racine Unified School District,WI,North Park Elementary,551236001634,2015,SWD: Students receiving more than one out-of-school suspension,F,0.00,0.00,0.00,2.00,2.00,0.00,0.00,4.00,0.00,4.00,2.00
WI,Racine Unified School District,WI,North Park Elementary,551236001634,2015,SWD: Expulsions with educational services,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,North Park Elementary,551236001634,2015,SWD: Expulsions with educational services,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,North Park Elementary,551236001634,2015,SWD: Expulsions without educational services,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,North Park Elementary,551236001634,2015,SWD: Expulsions without educational services,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,North Park Elementary,551236001634,2015,SWD: Expulsions under zero-tolerance policies,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
